STATEFP10,ZCTA5CE10,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,PARTFLG10
19,51003,1951003,B5,G6350,S,144294826,76283,+42.9899392,-095.9875408,N
19,52566,1952566,B5,G6350,S,2692350,0,+41.1479985,-092.5025424,N
19,52583,1952583,B5,G6350,S,120561019,155287,+40.7938862,-093.1489243,N
19,50453,1950453,B5,G6350,S,114170099,177512,+43.3633636,-093.6474200,N
19,52168,1952168,B5,G6350,S,417415,0,+43.2054821,-091.9523644,N
19,50101,1950101,B5,G6350,S,25431226,0,+42.6673517,-093.6346437,N
19,50250,1950250,B5,G6350,S,264919955,140131,+41.4806259,-094.3464098,N
19,50859,1950859,B5,G6350,S,206284787,205939,+41.0670990,-094.5973421,N
19,50839,1950839,B5,G6350,S,1828417,0,+41.0496610,-094.8240034,N
19,50853,1950853,B5,G6350,S,195793685,194054,+41.2368434,-094.7678963,N
19,52151,1952151,B5,G6350,S,311898185,12772784,+43.3464049,-091.2647941,N
19,52172,1952172,B5,G6350,S,409930314,0,+43.2707807,-091.4844275,N
19,52581,1952581,B5,G6350,S,98275489,4543215,+40.8012198,-093.0639489,N
19,52569,1952569,B5,G6350,S,241557072,7613001,+40.9830431,-093.0455610,N
19,50025,1950025,B5,G6350,S,507431421,0,+41.7579592,-094.9235710,N
19,50076,1950076,B5,G6350,S,289965715,685667,+41.5921765,-094.8419445,N
19,52345,1952345,B5,G6350,S,8460118,565,+42.2446517,-091.9008935,N
19,52229,1952229,B5,G6350,S,127345836,46070,+42.1446295,-092.1692343,N
19,52209,1952209,B5,G6350,S,95203996,198598,+41.9089868,-092.0975313,N
19,52352,1952352,B5,G6350,S,203389043,1633575,+42.2882208,-091.7748366,N
19,52351,1952351,B5,G6350,S,2136430,0,+41.8779310,-091.8317260,N
19,52324,1952324,B5,G6350,S,103897411,3158631,+42.0639075,-091.8061412,N
19,50707,1950707,B5,G6350,S,25015902,345979,+42.4581638,-092.2600318,N
19,50647,1950647,B5,G6350,S,77451814,1613526,+42.6510752,-092.4972118,N
19,50220,1950220,B5,G6350,S,266702750,1474029,+41.8369073,-094.1232019,N
19,50249,1950249,B5,G6350,S,201480618,852305,+42.2753274,-093.9030824,N
19,52329,1952329,B5,G6350,S,131743463,347339,+42.3582400,-091.8556338,N
19,50607,1950607,B5,G6350,S,123088687,0,+42.6105496,-091.7498639,N
19,50510,1950510,B5,G6350,S,219101382,630738,+42.7592960,-094.9856030,N
19,50585,1950585,B5,G6350,S,164764837,527069,+42.9175301,-095.1418653,N
19,51002,1951002,B5,G6350,S,297051473,96991,+42.6884358,-095.3190269,N
19,50576,1950576,B5,G6350,S,93051632,0,+42.8032723,-095.1752748,N
19,50625,1950625,B5,G6350,S,157866903,186690,+42.7483848,-092.9883559,N
19,51453,1951453,B5,G6350,S,223309210,30437,+42.2697229,-094.5473377,N
19,51552,1951552,B5,G6350,S,91256513,0,+41.4907561,-095.1135187,N
19,52720,1952720,B5,G6350,S,105688120,4439340,+41.5877236,-091.1733859,N
19,52320,1952320,B5,G6350,S,152972711,1012418,+41.9991504,-091.1483915,N
19,50444,1950444,B5,G6350,S,55947822,19090,+43.2972256,-093.3836303,N
19,51029,1951029,B5,G6350,S,58631884,0,+42.8805513,-095.5378472,N
19,51020,1951020,B5,G6350,S,140559611,17407,+42.5101089,-095.4135468,N
19,52035,1952035,B5,G6350,S,139017849,10395,+42.6707375,-091.1812135,N
19,52073,1952073,B5,G6350,S,127405862,12217596,+42.6211317,-090.8289611,N
19,52037,1952037,B5,G6350,S,176730726,44567,+41.9672403,-090.6337544,N
19,52732,1952732,B5,G6350,S,287014236,23690397,+41.8910438,-090.2530047,N
19,52774,1952774,B5,G6350,S,728977,0,+41.9068489,-090.5951206,N
19,52070,1952070,B5,G6350,S,128888564,25527115,+42.0797995,-090.2314019,N
19,51528,1951528,B5,G6350,S,189303217,582632,+41.9090855,-095.5010991,N
19,51448,1951448,B5,G6350,S,144010668,32777,+42.2053594,-095.3097892,N
19,50233,1950233,B5,G6350,S,130640688,0,+41.6128829,-094.2113701,N
19,50262,1950262,B5,G6350,S,83675780,154826,+40.8606316,-093.8085607,N
19,50067,1950067,B5,G6350,S,86782161,311356,+40.7176823,-093.8616493,N
19,52040,1952040,B5,G6350,S,157677619,71347,+42.5036655,-091.1416842,N
19,52065,1952065,B5,G6350,S,131360801,21361,+42.5936781,-091.1086545,N
19,52650,1952650,B5,G6350,S,104272813,223072,+40.9512102,-091.1520378,N
19,52645,1952645,B5,G6350,S,184352854,1297182,+40.9121974,-091.4042341,N
19,52646,1952646,B5,G6350,S,140333709,14671780,+41.0565763,-090.9981233,N
19,51347,1951347,B5,G6350,S,219032601,4895849,+43.4224250,-095.3184506,N
19,52164,1952164,B5,G6350,S,65222954,83451,+42.8547065,-091.9066113,N
19,50461,1950461,B5,G6350,S,446116781,358141,+43.3061677,-092.8187412,N
19,50460,1950460,B5,G6350,S,93166151,0,+43.2278506,-092.6887927,N
19,50006,1950006,B5,G6350,S,317608669,136481,+42.5083623,-093.4019241,N
19,50452,1950452,B5,G6350,S,127237832,186855,+42.7810988,-093.3673523,N
19,51654,1951654,B5,G6350,S,134383987,3406124,+40.8360967,-095.7785110,N
19,51652,1951652,B5,G6350,S,198939709,1115060,+40.7729473,-095.6220690,N
19,50026,1950026,B5,G6350,S,142869501,0,+41.8585159,-094.4495801,N
19,50627,1950627,B5,G6350,S,276457942,765563,+42.3503931,-093.0938964,N
19,50102,1950102,B5,G6350,S,1304963,0,+42.2455424,-093.4001943,N
19,51563,1951563,B5,G6350,S,142055146,214420,+41.5706753,-095.5855849,N
19,52155,1952155,B5,G6350,S,274628716,266439,+43.4216571,-092.2885421,N
19,52132,1952132,B5,G6350,S,157236915,142086,+43.2111555,-091.9281461,N
19,50519,1950519,B5,G6350,S,142395653,0,+42.9017044,-094.2628887,N
19,50516,1950516,B5,G6350,S,63843690,141166,+42.6250069,-094.1372343,N
19,50570,1950570,B5,G6350,S,112172571,48177,+42.8961013,-094.3730199,N
19,51053,1951053,B5,G6350,S,195409950,103317,+42.4950168,-095.2865280,N
19,51006,1951006,B5,G6350,S,212288291,807256,+42.3207920,-095.6196120,N
19,52203,1952203,B5,G6350,S,118264772,1489156,+41.8138574,-091.8915896,N
19,52356,1952356,B5,G6350,S,232407800,0,+41.4737175,-091.8451456,N
19,52309,1952309,B5,G6350,S,74161386,130453,+42.1316845,-090.8886419,N
19,50054,1950054,B5,G6350,S,151303559,1568719,+41.6896430,-093.2318555,N
19,52557,1952557,B5,G6350,S,116099,0,+41.0221485,-091.9647734,N
19,50104,1950104,B5,G6350,S,28940560,0,+41.4867993,-092.3866619,N
19,52550,1952550,B5,G6350,S,100555822,141269,+41.3103100,-092.3550760,N
19,50597,1950597,B5,G6350,S,213308415,932096,+42.9752503,-094.4517314,N
19,52625,1952625,B5,G6350,S,285066161,178897,+40.6607825,-091.5741965,N
19,52233,1952233,B5,G6350,S,9080084,0,+42.0467696,-091.6868688,N
19,52302,1952302,B5,G6350,S,192103024,134722,+42.0653580,-091.5605481,N
19,52738,1952738,B5,G6350,S,318125497,5065683,+41.2736628,-091.3784788,N
19,52761,1952761,B5,G6350,S,458486848,24486760,+41.4386985,-091.0639835,N
19,50049,1950049,B5,G6350,S,520849102,2275554,+41.0345166,-093.2954073,N
19,50139,1950139,B5,G6350,S,229328321,180047,+41.1984633,-093.3698776,N
19,51243,1951243,B5,G6350,S,139202043,36358,+43.4397395,-095.9104592,N
19,51230,1951230,B5,G6350,S,64875507,0,+43.3603298,-096.3236317,N
19,50229,1950229,B5,G6350,S,105357469,259175,+41.3790810,-093.7750726,N
19,50222,1950222,B5,G6350,S,108352201,17240,+41.2158449,-093.9596076,N
19,52586,1952586,B5,G6350,S,122407367,101027,+41.3456091,-092.4675911,N
19,50252,1950252,B5,G6350,S,22129285,732118,+41.4662821,-093.3034474,N
19,50214,1950214,B5,G6350,S,100079018,2492130,+41.4699307,-093.0561098,N
19,50632,1950632,B5,G6350,S,109710138,541112,+42.0616002,-092.6993518,N
19,50632,1950632,B5,G6350,S,109710138,541112,+42.0616002,-092.6993518,N
19,50239,1950239,B5,G6350,S,43994087,59225,+42.1428433,-093.2029582,N
19,51571,1951571,B5,G6350,S,121295400,74261,+41.1369149,-095.6061407,N
19,51541,1951541,B5,G6350,S,106325127,410129,+41.1390511,-095.4159218,N
19,50472,1950472,B5,G6350,S,315722433,694577,+43.4067463,-092.9353164,N
19,51572,1951572,B5,G6350,S,114187002,203963,+41.9931437,-095.7842810,N
19,51026,1951026,B5,G6350,S,280965339,270533,+42.2553392,-096.0681431,N
19,52726,1952726,B5,G6350,S,93558953,1264181,+41.4963254,-090.7803771,N
19,52749,1952749,B5,G6350,S,5218220,0,+41.3456300,-091.1307467,N
19,51248,1951248,B5,G6350,S,214496950,0,+43.2055398,-095.6578788,N
19,50528,1950528,B5,G6350,S,191696767,0,+43.1338886,-094.5408313,N
19,51108,1951108,B5,G6350,S,116157980,297987,+42.5660318,-096.3526526,N
19,51038,1951038,B5,G6350,S,233784005,44318,+42.7031906,-096.3169565,N
19,51008,1951008,B5,G6350,S,630646,0,+42.8108907,-096.2668310,N
19,50546,1950546,B5,G6350,S,136972383,47291,+42.8376899,-094.7022019,N
19,50573,1950573,B5,G6350,S,1045738,0,+42.8767577,-094.6238245,N
19,50322,1950322,B5,G6350,S,27877246,61021,+41.6341638,-093.7343597,N
19,50327,1950327,B5,G6350,S,48669473,1033149,+41.5863242,-093.4878742,N
19,50321,1950321,B5,G6350,S,30606507,362679,+41.5326741,-093.6624986,N
19,50161,1950161,B5,G6350,S,210950143,862076,+41.8481499,-093.4040299,N
19,50314,1950314,B5,G6350,S,6439448,190273,+41.6049642,-093.6312003,N
19,50320,1950320,B5,G6350,S,48336194,1210837,+41.5279423,-093.5679667,N
19,51521,1951521,B5,G6350,S,222025123,1239037,+41.4860938,-095.3453782,N
19,51526,1951526,B5,G6350,S,108386597,2946471,+41.3738905,-095.8717835,N
19,51562,1951562,B5,G6350,S,87844180,122623,+41.7250737,-095.4933204,N
19,51530,1951530,B5,G6350,S,140236581,133890,+41.7874518,-095.4304850,N
19,51023,1951023,B5,G6350,S,270480351,965139,+43.0186584,-096.4604043,Y
19,51041,1951041,B5,G6350,S,184491043,0,+43.0260583,-096.0778876,N
19,51036,1951036,B5,G6350,S,114214650,14621,+42.9697195,-096.1894831,N
19,51011,1951011,B5,G6350,S,1275286,0,+42.9163165,-096.5144511,N
19,50236,1950236,B5,G6350,S,89328918,16604,+42.1681099,-093.4864868,N
19,50842,1950842,B5,G6350,S,674912,0,+41.0398865,-094.4618334,N
19,52530,1952530,B5,G6350,S,36739157,247079,+40.9934298,-092.2927909,N
19,52165,1952165,B5,G6350,S,172030285,260065,+43.3096740,-091.9944869,N
19,51004,1951004,B5,G6350,S,212017049,831492,+42.3748634,-095.9153417,N
19,50459,1950459,B5,G6350,S,373316194,2167305,+43.4574252,-093.2504392,N
19,50470,1950470,B5,G6350,S,62885229,0,+42.7457801,-093.5604055,N
19,50849,1950849,B5,G6350,S,303486226,945306,+41.3082781,-094.3865703,N
19,50843,1950843,B5,G6350,S,195833833,32728,+41.2368417,-094.8852326,N
19,50042,1950042,B5,G6350,S,83827836,334754,+41.5337448,-094.9053232,N
19,50117,1950117,B5,G6350,S,71585251,71929,+41.6698715,-094.8492347,N
19,50058,1950058,B5,G6350,S,364071836,160131,+41.8557099,-094.6909945,N
19,51455,1951455,B5,G6350,S,286971140,33785,+41.9115645,-095.0551423,N
19,52257,1952257,B5,G6350,S,40665450,0,+41.9209532,-092.1782218,N
19,52213,1952213,B5,G6350,S,193133869,1352936,+42.2018520,-091.7596323,N
19,52315,1952315,B5,G6350,S,75003645,0,+42.0009131,-091.9700719,N
19,52228,1952228,B5,G6350,S,96875158,52874,+41.9022903,-091.7887022,N
19,52313,1952313,B5,G6350,S,83425511,1534035,+42.2573771,-092.0969770,N
19,52301,1952301,B5,G6350,S,316128706,355929,+41.7884764,-092.0826778,N
19,50613,1950613,B5,G6350,S,325898289,4074613,+42.5318142,-092.4874609,N
19,50622,1950622,B5,G6350,S,64784180,73796,+42.6727119,-092.3359069,N
19,50670,1950670,B5,G6350,S,147693291,1238410,+42.6953738,-092.6187535,N
19,50619,1950619,B5,G6350,S,229317854,1548376,+42.8096815,-092.6582244,N
19,50636,1950636,B5,G6350,S,312191604,1327448,+42.8950051,-092.8090483,N
19,51449,1951449,B5,G6350,S,231509383,1435439,+42.2678232,-094.7344062,N
19,50563,1950563,B5,G6350,S,252570421,747600,+42.5278306,-094.5249637,N
19,51401,1951401,B5,G6350,S,453492483,628517,+42.0656606,-094.8696601,N
19,51440,1951440,B5,G6350,S,66015871,0,+41.9133285,-094.8129775,N
19,51436,1951436,B5,G6350,S,156771998,18207,+42.1882648,-095.0236016,N
19,52333,1952333,B5,G6350,S,223255329,11259238,+41.8058791,-091.4923860,N
19,52765,1952765,B5,G6350,S,78185471,0,+41.7254726,-090.8715017,N
19,52777,1952777,B5,G6350,S,139946616,0,+41.8540060,-090.8561088,N
19,50477,1950477,B5,G6350,S,58455862,0,+42.9892471,-093.3270927,N
19,50467,1950467,B5,G6350,S,709984,0,+43.2117301,-093.0866364,N
19,50606,1950606,B5,G6350,S,184256567,58595,+42.7473164,-091.6913072,N
19,52047,1952047,B5,G6350,S,88304462,23661,+42.9692639,-091.3418197,N
19,52072,1952072,B5,G6350,S,87106056,0,+42.9220141,-091.3778058,N
19,52053,1952053,B5,G6350,S,153365300,1174999,+42.6111500,-090.9610502,N
19,52066,1952066,B5,G6350,S,681956,0,+42.6783258,-090.9518445,N
19,52701,1952701,B5,G6350,S,1643828,0,+41.9819679,-090.2491169,N
19,52729,1952729,B5,G6350,S,108718701,162683,+41.8001835,-090.7356908,N
19,51442,1951442,B5,G6350,S,448285493,392146,+42.0274984,-095.3606352,N
19,50325,1950325,B5,G6350,S,19913279,310838,+41.6132426,-093.7978713,N
19,50072,1950072,B5,G6350,S,228458740,450129,+41.4712188,-094.1229834,N
19,50167,1950167,B5,G6350,S,102105447,505051,+41.7428827,-094.0410481,N
19,50061,1950061,B5,G6350,S,80154777,1544266,+41.4859292,-093.7848887,N
19,52554,1952554,B5,G6350,S,92616713,2089046,+40.9254772,-092.2274558,N
19,50133,1950133,B5,G6350,S,195971232,995705,+40.7133219,-094.0689934,N
19,50065,1950065,B5,G6350,S,147327583,575406,+40.6138578,-093.7817274,N
19,52038,1952038,B5,G6350,S,76144562,467431,+42.5866932,-091.5614831,N
19,52623,1952623,B5,G6350,S,149863756,1576161,+40.8634826,-091.3356728,N
19,51331,1951331,B5,G6350,S,4328713,2793797,+43.3610090,-095.1274537,N
19,52002,1952002,B5,G6350,S,74769470,0,+42.5247686,-090.7732041,N
19,52046,1952046,B5,G6350,S,119196635,0,+42.4383630,-091.0131167,N
19,50531,1950531,B5,G6350,S,96657746,3791548,+43.4540855,-094.6097527,N
19,51342,1951342,B5,G6350,S,214048965,182669,+43.2478766,-094.7368798,N
19,52147,1952147,B5,G6350,S,187896612,15559,+42.9598498,-091.9595859,N
19,52135,1952135,B5,G6350,S,67530596,31368,+43.0158236,-091.6632248,N
19,50431,1950431,B5,G6350,S,1936776,0,+42.7371132,-093.3682228,N
19,51601,1951601,B5,G6350,S,276049821,292769,+40.7261286,-095.3495636,N
19,51650,1951650,B5,G6350,S,75412280,3096366,+40.6663846,-095.5424835,N
19,51462,1951462,B5,G6350,S,279400187,2153782,+42.0143775,-094.5565218,N
19,50672,1950672,B5,G6350,S,94947054,46229,+42.4262863,-093.0716936,N
19,50271,1950271,B5,G6350,S,172819803,0,+42.4827519,-093.5414418,N
19,50595,1950595,B5,G6350,S,399160086,449052,+42.4614168,-093.8225782,N
19,50034,1950034,B5,G6350,S,161881537,1602666,+42.5216624,-093.6614061,N
19,50430,1950430,B5,G6350,S,160984015,0,+42.9815643,-093.9539657,N
19,50483,1950483,B5,G6350,S,198210428,0,+43.1125641,-094.0009148,N
19,50206,1950206,B5,G6350,S,124112610,69394,+42.2456748,-093.2023181,N
19,51546,1951546,B5,G6350,S,292960399,349623,+41.6370541,-095.7660181,N
19,51550,1951550,B5,G6350,S,1456103,0,+41.6921405,-095.8741935,N
19,51558,1951558,B5,G6350,S,213130775,258206,+41.9016895,-095.8705629,N
19,50466,1950466,B5,G6350,S,354076016,265156,+43.3868531,-092.5384394,N
19,52163,1952163,B5,G6350,S,4602409,0,+43.2197663,-092.1030943,N
19,50558,1950558,B5,G6350,S,114698519,23067,+42.8612770,-094.1637704,N
19,52307,1952307,B5,G6350,S,488234,0,+41.7931066,-091.8986921,N
19,52074,1952074,B5,G6350,S,79898449,786454,+42.1105690,-090.4626967,N
19,52030,1952030,B5,G6350,S,690483,0,+42.1532160,-090.5919309,N
19,50055,1950055,B5,G6350,S,126048093,292428,+41.8786812,-093.2961354,N
19,50234,1950234,B5,G6350,S,80969880,266213,+41.8930962,-093.1819818,N
19,52755,1952755,B5,G6350,S,156465323,1464935,+41.4783716,-091.4380419,N
19,52245,1952245,B5,G6350,S,21437710,275149,+41.6728651,-091.5121585,N
19,52241,1952241,B5,G6350,S,30767995,103310,+41.6995775,-091.5959505,N
19,52235,1952235,B5,G6350,S,5244081,12931,+41.5786860,-091.5315991,N
19,52317,1952317,B5,G6350,S,89861599,6035992,+41.7671253,-091.6345050,N
19,52247,1952247,B5,G6350,S,206303697,46425,+41.5186737,-091.7232900,N
19,50511,1950511,B5,G6350,S,321026179,697544,+43.0740414,-094.2191836,N
19,50556,1950556,B5,G6350,S,101104875,11125,+43.4552202,-094.1966457,N
19,52405,1952405,B5,G6350,S,37805569,687611,+41.9833839,-091.7463692,N
19,52653,1952653,B5,G6350,S,291933980,20541230,+41.1636993,-091.1574185,N
19,50238,1950238,B5,G6350,S,301463331,7441398,+40.9642909,-093.1671509,N
19,51247,1951247,B5,G6350,S,289347761,302816,+43.1937518,-096.3381265,N
19,50033,1950033,B5,G6350,S,288201,0,+41.3630376,-093.7928434,N
19,50143,1950143,B5,G6350,S,92510368,447718,+41.3418358,-092.8046564,N
19,50256,1950256,B5,G6350,S,70005080,806957,+41.2597061,-092.9052722,N
19,50005,1950005,B5,G6350,S,69351844,271729,+42.1319881,-093.0346019,N
19,50142,1950142,B5,G6350,S,2566675,0,+42.0066157,-092.7755961,N
19,50078,1950078,B5,G6350,S,660699,0,+41.9385801,-092.8630313,N
19,51561,1951561,B5,G6350,S,155128903,4255377,+41.0078903,-095.8061898,N
19,50454,1950454,B5,G6350,S,44766360,0,+43.3818893,-092.7372750,N
19,51040,1951040,B5,G6350,S,394259940,5550285,+42.0362361,-096.0870485,N
19,52531,1952531,B5,G6350,S,562739585,368319,+41.0263638,-092.8151351,N
19,52769,1952769,B5,G6350,S,106716539,9774,+41.6058044,-090.8472347,N
19,52769,1952769,B5,G6350,S,106716539,9774,+41.6058044,-090.8472347,N
19,52773,1952773,B5,G6350,S,145770767,67038,+41.6219243,-090.7527662,N
19,51249,1951249,B5,G6350,S,324698821,44389,+43.4112320,-095.7266135,N
19,51632,1951632,B5,G6350,S,540292203,377776,+40.7449912,-095.0493245,N
19,51062,1951062,B5,G6350,S,144480984,113283,+42.6978273,-096.5349676,N
19,50035,1950035,B5,G6350,S,116772406,125744,+41.7239132,-093.4580764,N
19,50046,1950046,B5,G6350,S,119244056,729296,+41.8934046,-093.5230116,N
19,50226,1950226,B5,G6350,S,97069566,12804289,+41.7962430,-093.7019735,N
19,50265,1950265,B5,G6350,S,44379906,2086653,+41.5529682,-093.7450115,N
19,50319,1950319,B5,G6350,S,213707,0,+41.5909125,-093.6042882,N
19,51549,1951549,B5,G6350,S,84609734,90167,+41.1858302,-095.4667071,N
19,51560,1951560,B5,G6350,S,252153928,2737717,+41.3152938,-095.3998555,N
19,50157,1950157,B5,G6350,S,168306476,82897,+41.7397666,-092.5630112,N
19,52211,1952211,B5,G6350,S,236363435,575871,+41.7538897,-092.4497528,N
19,52804,1952804,B5,G6350,S,87535930,1325492,+41.5324171,-090.6814008,N
19,51446,1951446,B5,G6350,S,90274738,0,+41.7750941,-095.1918272,N
19,50010,1950010,B5,G6350,S,155033818,260300,+42.0308219,-093.5884897,N
19,50278,1950278,B5,G6350,S,138821968,42230,+42.1367591,-093.2995328,N
19,50848,1950848,B5,G6350,S,117220734,499460,+40.7809222,-094.7642737,N
19,50118,1950118,B5,G6350,S,49691667,1774588,+41.4669684,-093.3789815,N
19,52359,1952359,B5,G6350,S,38168572,0,+41.3585064,-091.8074819,N
19,52353,1952353,B5,G6350,S,395015639,323079,+41.2993523,-091.7114865,N
19,50478,1950478,B5,G6350,S,191508358,66911,+43.4074878,-093.7836014,N
19,50473,1950473,B5,G6350,S,95399880,600633,+43.4657393,-093.6877672,N
19,51103,1951103,B5,G6350,S,27329577,533633,+42.5170858,-096.4399369,N
19,51039,1951039,B5,G6350,S,222604749,554562,+42.4492177,-096.0495600,N
19,51030,1951030,B5,G6350,S,153837616,101699,+42.4977411,-096.1883207,N
19,50448,1950448,B5,G6350,S,160124185,41612,+43.3499384,-093.2405345,N
19,50525,1950525,B5,G6350,S,361364714,2409067,+42.7364973,-093.7474375,N
19,50020,1950020,B5,G6350,S,248209168,919321,+41.4384162,-094.7470408,N
19,50837,1950837,B5,G6350,S,130570445,225409,+41.2247034,-094.6924457,N
19,50857,1950857,B5,G6350,S,131037143,228000,+40.9425917,-094.8809654,N
19,52146,1952146,B5,G6350,S,202232153,19446316,+43.1761985,-091.2056725,N
19,52140,1952140,B5,G6350,S,201525240,60800,+43.4456442,-091.5345723,N
19,52159,1952159,B5,G6350,S,197123907,17395,+43.0788876,-091.3626895,N
19,52549,1952549,B5,G6350,S,113329384,53075,+40.6186418,-092.9431134,N
19,52555,1952555,B5,G6350,S,64699086,38011,+40.6436802,-092.8136978,N
19,50651,1950651,B5,G6350,S,290042486,4584591,+42.3170634,-092.1967402,N
19,52346,1952346,B5,G6350,S,134845571,0,+42.0100282,-092.0806530,N
19,52225,1952225,B5,G6350,S,91276214,0,+42.0108215,-092.3268448,N
19,52206,1952206,B5,G6350,S,73245916,0,+41.9915796,-091.8854663,N
19,50612,1950612,B5,G6350,S,57581068,0,+42.2834470,-092.3860455,N
19,50643,1950643,B5,G6350,S,162697789,410669,+42.3579275,-092.4641990,N
19,50212,1950212,B5,G6350,S,351662798,567724,+42.0365624,-094.0661623,N
19,50235,1950235,B5,G6350,S,120716395,417921,+41.9317774,-094.2249809,N
19,50134,1950134,B5,G6350,S,48427675,0,+41.9394838,-093.6719978,N
19,50244,1950244,B5,G6350,S,57130248,0,+41.8575275,-093.6526192,N
19,50244,1950244,B5,G6350,S,57130248,0,+41.8575275,-093.6526192,N
19,50674,1950674,B5,G6350,S,405282166,3407909,+42.8378046,-092.1154304,N
19,50682,1950682,B5,G6350,S,220939846,42764,+42.4526428,-091.6885779,N
19,52218,1952218,B5,G6350,S,186401903,1030438,+42.2902680,-091.5335850,N
19,50565,1950565,B5,G6350,S,113882977,121159,+42.8570893,-095.0010202,N
19,51033,1951033,B5,G6350,S,163353526,121813,+42.9126281,-095.2514449,N
19,51047,1951047,B5,G6350,S,199489849,589102,+42.9424641,-095.3696277,N
19,50602,1950602,B5,G6350,S,207296305,159357,+42.7414047,-092.8057454,N
19,50604,1950604,B5,G6350,S,184428103,92958,+42.6018309,-092.8964771,N
19,50660,1950660,B5,G6350,S,100135575,29447,+42.5835672,-092.6315438,N
19,50540,1950540,B5,G6350,S,274522336,1103392,+42.6005721,-094.8401463,N
19,51463,1951463,B5,G6350,S,77535941,0,+41.9074660,-094.9127331,N
19,51535,1951535,B5,G6350,S,337106413,20379,+41.2264551,-095.1266889,N
19,51532,1951532,B5,G6350,S,147652406,157304,+41.1379809,-095.1091158,N
19,52253,1952253,B5,G6350,S,119617674,1862332,+41.8953470,-091.3533716,N
19,52760,1952760,B5,G6350,S,56930747,1969592,+41.5486554,-091.0868067,N
19,50482,1950482,B5,G6350,S,74538658,6627465,+43.1131013,-093.4864041,N
19,50401,1950401,B5,G6350,S,386330590,1179202,+43.1531687,-093.1998201,N
19,51061,1951061,B5,G6350,S,121469875,158296,+42.5807264,-095.7184712,N
19,52050,1952050,B5,G6350,S,83972685,55361,+42.6043139,-091.3299003,N
19,52727,1952727,B5,G6350,S,63043506,38395,+41.9547878,-090.3259397,N
19,51441,1951441,B5,G6350,S,40168897,98018,+42.1133047,-095.3154269,N
19,51529,1951529,B5,G6350,S,333100388,853349,+41.8604763,-095.6434634,N
19,51019,1951019,B5,G6350,S,236507950,279978,+42.2746792,-095.7356672,N
19,50111,1950111,B5,G6350,S,71187442,297164,+41.6921189,-093.8053755,N
19,52330,1952330,B5,G6350,S,123160697,0,+42.3494447,-091.5004963,N
19,52601,1952601,B5,G6350,S,287154693,24870627,+40.8560495,-091.1297168,N
19,52640,1952640,B5,G6350,S,188599646,43999,+41.1012374,-091.2804660,N
19,52638,1952638,B5,G6350,S,88053650,467658,+40.8014531,-091.2423271,N
19,51334,1951334,B5,G6350,S,485368079,6412989,+43.4041087,-094.8050565,N
19,51355,1951355,B5,G6350,S,6366547,4686146,+43.3881772,-095.1366931,N
19,52032,1952032,B5,G6350,S,272313928,258490,+42.2896459,-090.8395339,N
19,52039,1952039,B5,G6350,S,91068312,0,+42.5391419,-090.8609580,N
19,52175,1952175,B5,G6350,S,224708583,0,+42.9939454,-091.8256243,N
19,52144,1952144,B5,G6350,S,194119174,0,+43.1391522,-091.9623622,N
19,52161,1952161,B5,G6350,S,140304657,0,+43.1295300,-091.7571251,N
19,51640,1951640,B5,G6350,S,310350585,3639361,+40.6234884,-095.6562225,Y
19,51639,1951639,B5,G6350,S,186680453,110567,+40.7201216,-095.4664025,N
19,50029,1950029,B5,G6350,S,104965036,73324,+41.8289558,-094.5559334,N
19,50680,1950680,B5,G6350,S,138682394,0,+42.4520942,-092.9230373,N
19,50480,1950480,B5,G6350,S,162227230,796098,+43.2503671,-094.0586066,N
19,50122,1950122,B5,G6350,S,218555456,65908,+42.3053624,-093.3118071,N
19,50628,1950628,B5,G6350,S,289171765,185024,+43.2727096,-092.3940455,N
19,52136,1952136,B5,G6350,S,552203778,240784,+43.3740768,-092.1116730,N
19,50541,1950541,B5,G6350,S,236217558,1532105,+42.7102281,-094.4523868,N
19,52251,1952251,B5,G6350,S,106312085,27088,+41.7123925,-092.2017095,N
19,52236,1952236,B5,G6350,S,74129557,18621,+41.7335729,-091.8765679,N
19,50028,1950028,B5,G6350,S,114863517,70134,+41.8120157,-093.1536723,N
19,52540,1952540,B5,G6350,S,253576975,4104687,+41.1562049,-091.8215786,N
19,52567,1952567,B5,G6350,S,73121919,0,+40.9301928,-092.0779555,N
19,52205,1952205,B5,G6350,S,308696311,1249997,+42.1197667,-091.2862938,N
19,52362,1952362,B5,G6350,S,157402805,27137,+42.0789914,-090.9834155,N
19,50539,1950539,B5,G6350,S,139538906,0,+43.2369613,-094.4199831,N
19,52314,1952314,B5,G6350,S,154117330,1540724,+41.9353625,-091.4476841,N
19,52214,1952214,B5,G6350,S,244351368,3271134,+42.1878720,-091.5092664,N
19,52227,1952227,B5,G6350,S,74705535,1308018,+41.8944682,-091.5685266,N
19,52202,1952202,B5,G6350,S,65271185,23892,+42.1594957,-091.6384401,N
19,52737,1952737,B5,G6350,S,607264,0,+41.2592772,-091.3746106,N
19,50163,1950163,B5,G6350,S,1230059,0,+41.2223875,-093.2410353,N
19,50148,1950148,B5,G6350,S,51098115,0,+42.1813054,-092.9928250,N
19,51554,1951554,B5,G6350,S,6840874,0,+41.1473875,-095.6818485,N
